部,函,經號,headN,藏文經名,中文經名
,,,2,ལེའུ་བཞི་བཅུ་བདུན་པ།,第四十七品
,,,2,ལེའུ་བཞི་བཅུ་བརྒྱད་པ།,第四十八品
,,,2,ལེའུ་བཞི་བཅུ་དགུ་པ།,第四十九品
,,,2,ལེའུ་ལྔ་བཅུ་པ།,第五十品
,,,2,ལེའུ་ལྔ་བཅུ་གཅིག་པ།,第五十一品
,,,2,ལེའུ་ལྔ་བཅུ་གཉིས་པ།,第五十二品
,,,2,ལེའུ་ལྔ་བཅུ་གསུམ་པ། (སྟོད),第五十三品(上)
,第33函 ང,,1,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ། ༼ང༽,般若二萬五千頌（四）
,,,2,ལེའུ་ལྔ་བཅུ་གསུམ་པ། (སྨད),第五十三品(下)
,,,2,ལེའུ་ལྔ་བཅུ་བཞི་པ།,第五十四品
,,,2,ལེའུ་ལྔ་བཅུ་ལྔ་པ།,第五十五品
,,,2,ལེའུ་ལྔ་བཅུ་དྲུག་པ།,第五十六品
,,,2,ལེའུ་ལྔ་བཅུ་བདུན་པ།,第五十七品
,,,2,ལེའུ་ལྔ་བཅུ་བརྒྱད་པ།,第五十八品
,,,2,ལེའུ་ལྔ་བཅུ་དགུ་པ།,第五十九品
,,,2,ལེའུ་དྲུག་ཅུ་པ།,第六十品
,,,2,ལེའུ་དྲུག་ཅུ་གཅིག་པ།,第六十一品
,,,2,ལེའུ་དྲུག་ཅུ་གཉིས་པ།,第六十二品
,,,2,ལེའུ་དྲུག་ཅུ་གསུམ་པ།,第六十三品
,,,2,ལེའུ་དྲུག་ཅུ་བཞི་པ།,第六十四品
,,,2,ལེའུ་དྲུག་ཅུ་ལྔ་པ།,第六十五品
,,,2,ལེའུ་དྲུག་ཅུ་དྲུག་པ།,第六十六品
,,,2,ལེའུ་དྲུག་ཅུ་བདུན་པ།,第六十七品
,,,2,ལེའུ་དྲུག་ཅུ་བརྒྱད་པ།,第六十八品
,,,2,ལེའུ་དྲུག་ཅུ་དགུ་པ།,第六十九品
,,,2,ལེའུ་བདུན་བཅུ་པ།,第七十品
,,,2,ལེའུ་བདུན་ཅུ་གཅིག་པ།,第七十一品
,,,2,ལེའུ་བདུན་ཅུ་གཉིས་པ།,第七十二品
,,,2,ལེའུ་བདུན་ཅུ་གསུམ་པ།,第七十三品
,,,2,ལེའུ་བདུན་ཅུ་བཞི་པ།,第七十四品
,,,2,ལེའུ་བདུན་ཅུ་ལྔ་པ།,第七十五品
,,,2,ལེའུ་བདུན་ཅུ་དྲུག་པ།,第七十六品
第4部 ཤེར་ཕྱིན། ཁྲི་བརྒྱད་སྟོང་པ། Aṣṭādaśasāhasrikāprajñāpāramitā  第二大般若經(八萬頌),第34函 ཀ,J11,1,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཁྲི་བརྒྱད་སྟོང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ༼ཀ༽,聖般若波羅蜜多一萬八千頌大乘經（一）
,,,2,དང་པོ། གླེང་གཞིའི་ལེའུ།,因緣品第一
,,,2,གཉིས་པ། སེམས་བསྐྱེད་པའི་ལེའུ།,發心品第二
,,,2,གསུམ་པ། ཉེ་བར་བརྟག་པའི་ལེའུ།,善觀察品第三
,,,2,བཞི་པ། མི་མཉམ་པ་དང་མཉམ་པའི་ལེའུ།,無等等品第四
,,,2,ལྔ་པ། ལྗགས་ཀྱི་དབང་པོའི་ལེའུ།,舌根品第五
,,,2,དྲུག་པ། རབ་འབྱོར་གྱི་ལེའུ།,須菩提品第六
,,,2,བདུན་པ། སྐྱོན་མེད་པ་ལ་འཇུག་པའི་ལེའུ།,入無過品第七
,,,2,བརྒྱད་པ། ཀུན་ཏུ་རྒྱུ་བཟོ་སྦྱངས་ཀྱི་ལེའུ།,成熟一切品第八
,,,2,དགུ་པ། མཚན་མའི་ལེའུ།,事相品第九
,,,2,བཅུ་པ། སྒྱུ་མ་ལྟ་བུའི་ལེའུ།,如幻品第十
,,,2,བཅུ་གཅིག་པ། ཁྲེལ་ཡོད་པའི་ལེའུ།,有慚品第十一
,,,2,བཅུ་གཉིས་པ། ལྟ་བ་སྤོང་བའི་ལེའུ།,離見品第十二
,,,2,བཅུ་གསུམ་པ། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གི་ལེའུ།,六波羅蜜品第十三
,,,2,བཅུ་བཞི་པ། མ་བཅིངས་མ་གྲོལ་བའི་ལེའུ།,不縛不解品第十四
,,,2,བཅོ་ལྔ་པ། ཏིང་ངེ་འཛིན་གྱི་ལེའུ།,三摩地品第十五
,,,2,བཅུ་དྲུག་པ། གཟུངས་ཀྱི་སྒོར་འཇུག་པའི་ལེའུ།,入總持品第十六
,,,2,བཅུ་བདུན་པ། ས་ཡོངས་སུ་སྦྱང་བའི་ལེའུ།,清淨大地品第十七
,,,2,བཅོ་བརྒྱད་པ། ཐེག་པ་ཆེན་པོའི་ས་ངེས་པར་འབྱུང་བ་བསྟན་པའི་ལེའུ།,教授出生大乘定性品第十八
,,,2,བཅུ་དགུ་པ། ཟིལ་གྱིས་གནོན་པའི་ལེའུ།,勝調伏品第十九
,,,2,ཉི་ཤུ་པ། གཉིས་སུ་མེད་པའི་ལེའུ།,不二品第二十
,,,2,ཉི་ཤུ་རྩ་གཅིག་པ། གནས་བརྟན་རབ་འབྱོར་གྱི་ལེའུ།,長者須菩提品第二十一
,,,2,ཉི་ཤུ་རྩ་གཉིས་པ། བརྒྱ་བྱིན་གྱི་ལེའུ་དང་པོ།,帝釋初品第二十二
,,,2,ཉི་ཤུ་རྩ་གསུམ་པ། རྟོགས་པར་དཀའ་བ་ཞེས་བྱ་བའི་ལེའུ།,難解品第二十三
,,,2,ཉི་ཤུ་རྩ་བཞི་པ། མཐའ་ཡས་པའི་ལེའུ།,無邊品第二十四
,,,2,ཉི་ཤུ་རྩ་ལྔ་པ། བརྒྱ་བྱིན་གྱི་ལེའུ་གཉིས་པ།,帝釋品第二第二十五
,,,2,ཉི་ཤུ་རྩ་དྲུག་པ། ཡོངས་སུ་བཟུང་བའི་ལེའུ།,總攝品第二十六
,,,2,ཉི་ཤུ་རྩ་བདུན་པ། མཆོད་རྟེན་གྱི་ལེའུ།,塔品第二十七
,,,2,ཉི་ཤུ་རྩ་བརྒྱད་པ། བྱང་ཆུབ་ཀྱི་སེམས་ཀྱི་ཡོན་ཏན་ཡོངས་སུ་བརྗོད་པའི་ལེའུ།,說菩提心功德品第二十八
,,,2,ཉི་ཤུ་རྩ་དགུ་པ། གཞན་མུ་སྟེགས་ཅན་གྱི་ལེའུ།,餘外道品第二十九
,第35函 ཁ,,1,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཁྲི་བརྒྱད་སྟོང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ༼ཁ༽,聖般若波羅蜜多一萬八千頌大乘經（二）
,,,2,སུམ་བཅུ་པ། རི་མོ་བྱེད་པའི་ཕན་ཡོན་གྱི་ལེའུ།,承事功德品第三十
,,,2,སུམ་ཅུ་རྩ་གཅིག་པ། སྐུ་གདུང་གི་ལེའུ།,舍利品第三十一
,,,2,སུམ་ཅུ་རྩ་གཉིས་པ། བསོད་ནམས་ཀྱི་ཁྱད་པར་གྱི་ལེའུ།,福德分別品第三十二
,,,2,སུམ་ཅུ་རྩ་གསུམ་པ། ཡོངས་སུ་བསྔོ་བའི་ལེའུ།,究竟迴向品第三十三
,,,2,སུམ་ཅུ་རྩ་བཞི་པ། མངོན་པར་བསྒྲུབ་པའི་ཡོན་ཏན་ཡང་དག་པར་བསྔགས་པའི་ལེའུ།,真實說修行所顯功德品第三十四
,,,2,སུམ་ཅུ་རྩ་ལྔ་པ། སེམས་ཅན་དམྱལ་བའི་ལེའུ།,地獄品第三十五
,,,2,སུམ་ཅུ་རྩ་དྲུག་པ། ཆོས་ཐམས་ཅད་རྣམ་པར་དག་པར་བསྟན་པའི་ལེའུ།,真實開演一切法品第三十六
,,,2,སུམ་ཅུ་རྩ་བདུན་པ། གནས་མེད་པའི་ལེའུ།,無著品第三十七
,,,2,སུམ་ཅུ་རྩ་བརྒྱད་པ། དམིགས་སུ་མེད་པའི་ལེའུ།,無緣品第三十八
,,,2,སུམ་ཅུ་རྩ་དགུ་པ། བྱང་ཕྱོགས་ཀྱི་རྒྱུད་ཀྱི་ལེའུ།,北域品第三十九
,,,2,བཞི་བཅུ་པ། བདུད་ཀྱི་ལེའུ།,魔品第四十
,,,2,བཞི་བཅུ་རྩ་གཅིག་པ། བདུད་ཀྱི་ཚོགས་པ་དང་མི་ལྡན་པའི་ལེའུ།,無魔眾品第四十一
,,,2,བཞི་བཅུ་རྩ་གཉིས་པ། འཇིག་རྟེན་སྟོན་པའི་ལེའུ།,世間師品第四十二
,,,2,བཞི་བཅུ་རྩ་གསུམ་པ། བསམ་གྱིས་མི་ཁྱབ་པའི་ལེའུ།,不可思品第四十三
,,,2,བཞི་བཅུ་རྩ་བཞི་པ། འདུས་པའི་ལེའུ།,聚集品第四十四
,,,2,བཞི་བཅུ་རྩ་ལྔ་པ། གྲུའི་ལེའུ།,船品第四十五
,,,2,བཞི་བཅུ་རྩ་དྲུག་པ། ཆོས་ཐམས་ཅད་ཀྱི་ངོ་བོ་ཉིད་བསྟན་པའི་ལེའུ།,開演一切法自性品第四十六
,,,2,བཞི་བཅུ་བདུན་པ། འདོད་ཆགས་འདུལ་བའི་ལེའུ།,調伏貪欲品第四十七
,,,2,བཞི་བཅུ་རྩ་བརྒྱད་པ། བྱང་ཆུབ་སེམས་དཔའི་བསླབ་པ་རྣམ་པར་གཞག་པའི་ལེའུ།,論菩薩學處品第四十八
,,,2,བཞི་བཅུ་རྩ་དགུ་པ། ཕྱིར་མི་ལྡོག་པའི་ལེའུ།,不退轉品第四十九
,,,2,ལྔ་བཅུ་པ། ཕྱིར་མི་ལྡོག་པའི་རྟགས་བསྟན་པའི་ལེའུ།,教授不退轉相品第五十
,,,2,ལྔ་བཅུ་རྩ་གཅིག་པ། ཐབས་ལ་མཁས་པ་བསྟན་པའི་ལེའུ།,教授方便品第五十一
,,,2,ལྔ་བཅུ་རྩ་གཉིས་པ། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གི་ཐབས་ཡོངས་སུ་རྫོགས་པའི་ལེའུ།,圓滿六波羅蜜法品第五十二
,,,2,ལྔ་བཅུ་རྩ་གསུམ་པ། གང་གཱའི་ལྷ་མོ་ལུང་བསྟན་པའི་ལེའུ།,授記殑伽天女品第五十三
,,,2,ལྔ་བཅུ་རྩ་བཞི་པ། ཐབས་ལ་མཁས་པ་སྒོམ་པ་བསྟན་པའི་ལེའུ།,開演修行善巧品第五十四
,,,2,ལྔ་བཅུ་རྩ་ལྔ་པ། རྣམ་པར་རྟོག་པ་སྤང་བར་བསྟན་པའི་ལེའུ།,開演離分別想品第五十五
,,,2,ལྔ་བཅུ་རྩ་དྲུག་པ། བསླབ་པ་མཉམ་པའི་ལེའུ།,學平等品第五十六
,,,2,ལྔ་བཅུ་རྩ་བདུན་པ། སྤྱོད་པའི་ལེའུ།,有行品第五十七
,,,2,ལྔ་བཅུ་རྩ་བརྒྱད་པ། རྣམ་པར་མི་རྟོག་པ་བསྟན་པའི་དཔེ་བརྗོད་པའི་ལེའུ།,譬喻說無分別想品第五十八
,,,2,ལྔ་བཅུ་རྩ་དགུ་པ། ཆགས་པ་མེད་པའི་ལེའུ།,無貪品第五十九
,,,2,དྲུག་ཅུ་པ། ཡོངས་སུ་གཏད་པའི་ལེའུ།,囑累品第六十
,,,2,དྲུག་ཅུ་རྩ་གཅིག་པ། མི་ཟད་པའི་ལེའུ།,無盡品第六十一
,,,2,དྲུག་ཅུ་རྩ་གཉིས་པ། ཐོད་རྒལ་དུ་སྙོམས་པར་འཇུག་པའི་ཁེའུ།,超入定第六十二
,,,2,དྲུག་ཅུ་རྩ་གསུམ་པ། ཆོས་གཉིས་ཀྱི་ཞུ་བ་མང་པོའི་ལེའུ། (སྟོད),多二法品第六十三(上)
,第36函 ག,,1,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཁྲི་བརྒྱད་སྟོང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ༼ག༽,聖般若波羅蜜多一萬八千頌大乘經（三）
,,,2,དྲུག་ཅུ་རྩ་གསུམ་པ། ཆོས་གཉིས་ཀྱི་ཞུ་བ་མང་པོའི་ལེའུ། (སྨད),多二法品第六十三(下)
,,,2,དྲུག་ཅུ་རྩ་བཞི་པ། ཡང་དག་པར་བསྟན་པའི་ལེའུ།,真實說品第六十四
,,,2,དྲུག་ཅུ་རྩ་ལྔ་པ། བསྙེན་བཀུར་བྱ་བའི་ཐབས་ཀྱི་ལེའུ།,承事方便品第六十五
,,,2,དྲུག་ཅུ་རྩ་དྲུག་པ། ཐབས་ལ་མཁས་པ་བསྟན་པའི་ལེའུ།,教授善方便品第六十六
,,,2,དྲུག་ཅུ་རྩ་བདུན་པ། ཚུལ་ཁྲིམས་ཀྱི་ལེའུ།,戒律品第六十七
,,,2,དྲུག་ཅུ་རྩ་བརྒྱད་པ། རྣམ་པར་འཕེལ་བའི་ལེའུ།,增上品第六十八
,,,2,དྲུག་ཅུ་རྩ་དགུ་པ། ལམ་བསྒོམ་པ་བསྟན་པའི་ལེའུ།,說修道品第六十九
,,,2,བདུན་ཅུ་པ། མཐར་གྱིས་བྱ་བ་དང་། བསླབ་པ་དང་། བསྒྲུབ་པ་བསྟན་པའི་ལེའུ།,教授戒律及漸次修行品第七十
,,,2,བདུན་ཅུ་རྩ་གཅིག་པ། དམིགས་སུ་མེད་པའི་ཆོས་ཉིད་ཀྱི་ལེའུ།,無緣法性品第七十一
,,,2,བདུན་ཅུ་རྩ་གཉིས་པ། མཚན་ཉིད་མེད་པ་བསྟན་པའི་ལེའུ།,教授無性品第七十二
,,,2,བདུན་ཅུ་རྩ་གསུམ་པ། ཡི་གེ་མངོན་པར་བསྒྲུབ་པ་བསྟན་པའི་ལེའུ།,教授成就文句品第七十三
